id,title,description,link,image_link,availability,price,brand,condition,google_product_category,product_type
651,Collagen Plus Vitamin C x 60 softgels,Collagen Plus Vitamin C x 60 softgels de Millenium Natural Systems. Apoya el balance nutricional y el bienestar diario.,https://naturalbe.com.co/producto/collagen-plus-vitamin-c-60-softgels.html,https://naturalbe.com.co/static/img/collagen-plus-vitamin-c-60-softgels.webp,in stock,45696.00 COP,Millenium Natural Systems,new,Health & Beauty > Health Care > Vitamins & Supplements > Vitamins,vitaminas
652,Colostrum 1000 mg x 90 softgels,Colostrum 1000 mg x 90 softgels de Millenium Natural Systems. Apoya el balance nutricional y el bienestar diario.,https://naturalbe.com.co/producto/colostrum-1000mg-90-softgels.html,https://naturalbe.com.co/static/img/colostrum-1000mg-90-softgels.webp,in stock,84252.00 COP,Millenium Natural Systems,new,Health & Beauty > Health Care > Vitamins & Supplements > Vitamins,vitaminas
653,Garcinia 1000 mg x 100 softgels,Garcinia 1000 mg x 100 softgels de Millenium Natural Systems. Apoya el balance nutricional y el bienestar diario.,https://naturalbe.com.co/producto/garcinia-1000mg-100-softgels.html,https://naturalbe.com.co/static/img/garcinia-1000mg-100-softgels.webp,in stock,71995.00 COP,Millenium Natural Systems,new,Health & Beauty > Health Care > Vitamins & Supplements > Vitamins,vitaminas
654,Coral Calcium 1000 mg + Vitamin D x 60 softgels,Coral Calcium 1000 mg + Vitamin D x 60 softgels de Millenium Natural Systems. Apoya el equilibrio de minerales y el bienestar diario.,https://naturalbe.com.co/producto/coral-calcium-1000mg-vitamin-d-60-softgels.html,https://naturalbe.com.co/static/img/coral-calcium-1000mg-vitamin-d-60-softgels.webp,in stock,42126.00 COP,Millenium Natural Systems,new,Health & Beauty > Health Care > Vitamins & Supplements > Minerals,minerales
655,Cranberry Fruit Powder 140 mg x 100 softgels,Cranberry Fruit Powder 140 mg x 100 softgels de Millenium Natural Systems. Apoya el balance nutricional y el bienestar diario.,https://naturalbe.com.co/producto/cranberry-fruit-powder-140mg-100-softgels.html,https://naturalbe.com.co/static/img/cranberry-fruit-powder-140mg-100-softgels.webp,in stock,77826.00 COP,Millenium Natural Systems,new,Health & Beauty > Health Care > Vitamins & Supplements > Vitamins,vitaminas
656,Cranberry Fruit Powder 140 mg x 60 softgels,Cranberry Fruit Powder 140 mg x 60 softgels de Millenium Natural Systems. Apoya el balance nutricional y el bienestar diario.,https://naturalbe.com.co/producto/cranberry-fruit-powder-140mg-60-softgels.html,https://naturalbe.com.co/static/img/cranberry-fruit-powder-140mg-60-softgels.webp,in stock,57120.00 COP,Millenium Natural Systems,new,Health & Beauty > Health Care > Vitamins & Supplements > Vitamins,vitaminas
657,Flexbon x 60 softgels,Flexbon x 60 softgels de Millenium Natural Systems. Apoya el balance nutricional y el bienestar diario.,https://naturalbe.com.co/producto/flexbon-60-softgels.html,https://naturalbe.com.co/static/img/flexbon-60-softgels.webp,in stock,43673.00 COP,Millenium Natural Systems,new,Health & Beauty > Health Care > Vitamins & Supplements > Vitamins,vitaminas
658,Folic x 100 softgels,Folic x 100 softgels de Millenium Natural Systems. Apoya el balance nutricional y el bienestar diario.,https://naturalbe.com.co/producto/folic-100-softgels.html,https://naturalbe.com.co/static/img/folic-100-softgels.webp,in stock,37247.00 COP,Millenium Natural Systems,new,Health & Beauty > Health Care > Vitamins & Supplements > Vitamins,vitaminas
659,Garlic 1500 mg x 100 softgels,Garlic 1500 mg x 100 softgels de Millenium Natural Systems. Apoya el balance nutricional y el bienestar diario.,https://naturalbe.com.co/producto/garlic-1500mg-100-softgels.html,https://naturalbe.com.co/static/img/garlic-1500mg-100-softgels.webp,in stock,26700.00 COP,Millenium Natural Systems,new,Health & Beauty > Health Care > Vitamins & Supplements > Vitamins,vitaminas
660,Ginkgo Biloba 120 mg x 100 softgels,Ginkgo Biloba 120 mg x 100 softgels de Millenium Natural Systems. Apoya el balance nutricional y el bienestar diario.,https://naturalbe.com.co/producto/ginkgo-biloba-120mg-100-softgels.html,https://naturalbe.com.co/static/img/ginkgo-biloba-120mg-100-softgels.webp,in stock,57387.00 COP,Millenium Natural Systems,new,Health & Beauty > Health Care > Vitamins & Supplements > Vitamins,vitaminas
661,Green Coffee Plus L Carnitine x 60 softgels,Green Coffee Plus L Carnitine x 60 softgels de Millennium Natural Systems. Apoya el balance nutricional y el bienestar diario.,https://naturalbe.com.co/producto/green-coffee-plus-l-carnitine-60-softgels.html,https://naturalbe.com.co/static/img/millennium-natural-systems/green-coffee-plus-l-carnitine-60-softgels.webp,in stock,69496.00 COP,Millennium Natural Systems,new,Health & Beauty > Health Care > Vitamins & Supplements > Vitamins,vitaminas
662,Korean Ginseng 820 mg x 100 softgels,Korean Ginseng 820 mg x 100 softgels de Millennium Natural Systems. Apoya el balance nutricional y el bienestar diario.,https://naturalbe.com.co/producto/korean-ginseng-820mg-100-softgels.html,https://naturalbe.com.co/static/img/millennium-natural-systems/korean-ginseng-820mg-100-softgels.webp,in stock,66700.00 COP,Millennium Natural Systems,new,Health & Beauty > Health Care > Vitamins & Supplements > Vitamins,vitaminas
663,Korean Ginseng 820 mg x 60 softgels,Korean Ginseng 820 mg x 60 softgels de Millennium Natural Systems. Apoya el balance nutricional y el bienestar diario.,https://naturalbe.com.co/producto/korean-ginseng-820mg-60-softgels.html,https://naturalbe.com.co/static/img/millennium-natural-systems/korean-ginseng-820mg-60-softgels.webp,in stock,50100.00 COP,Millennium Natural Systems,new,Health & Beauty > Health Care > Vitamins & Supplements > Vitamins,vitaminas
664,Krill Oil 1000 mg x 30 softgels,Krill Oil 1000 mg x 30 softgels de Millennium Natural Systems. Apoya el bienestar cardiovascular y la claridad mental.,https://naturalbe.com.co/producto/krill-oil-1000mg-30-softgels.html,https://naturalbe.com.co/static/img/millennium-natural-systems/krill-oil-1000mg-30-softgels.webp,in stock,70091.00 COP,Millennium Natural Systems,new,Health & Beauty > Health Care > Vitamins & Supplements > Omega Fatty Acids,omega
665,Krill Oil 1000 mg x 60 softgels,Krill Oil 1000 mg x 60 softgels de Millennium Natural Systems. Apoya el bienestar cardiovascular y la claridad mental.,https://naturalbe.com.co/producto/krill-oil-1000mg-60-softgels.html,https://naturalbe.com.co/static/img/millennium-natural-systems/krill-oil-1000mg-60-softgels.webp,in stock,115668.00 COP,Millennium Natural Systems,new,Health & Beauty > Health Care > Vitamins & Supplements > Omega Fatty Acids,omega
666,L-Arginina 1000 mg x 100 softgels,L-Arginina 1000 mg x 100 softgels de Millennium Natural Systems. Apoya el balance nutricional y el bienestar diario.,https://naturalbe.com.co/producto/l-arginina-1000mg-100-softgels.html,https://naturalbe.com.co/static/img/millennium-natural-systems/l-arginina-1000mg-100-softgels.webp,in stock,75208.00 COP,Millennium Natural Systems,new,Health & Beauty > Health Care > Vitamins & Supplements > Vitamins,vitaminas
667,L-Arginina 1000 mg x 60 softgels,L-Arginina 1000 mg x 60 softgels de Millennium Natural Systems. Apoya el balance nutricional y el bienestar diario.,https://naturalbe.com.co/producto/l-arginina-1000mg-60-softgels.html,https://naturalbe.com.co/static/img/millennium-natural-systems/l-arginina-1000mg-60-softgels.webp,in stock,55811.00 COP,Millennium Natural Systems,new,Health & Beauty > Health Care > Vitamins & Supplements > Vitamins,vitaminas
668,L-Carnitine 800 mg x 100 softgels,L-Carnitine 800 mg x 100 softgels de Millennium Natural Systems. Apoya el balance nutricional y el bienestar diario.,https://naturalbe.com.co/producto/l-carnitine-800mg-100-softgels.html,https://naturalbe.com.co/static/img/millennium-natural-systems/l-carnitine-800mg-100-softgels.webp,in stock,81277.00 COP,Millennium Natural Systems,new,Health & Beauty > Health Care > Vitamins & Supplements > Vitamins,vitaminas
669,L-Glutamina 1000 mg x 60 softgels,L-Glutamina 1000 mg x 60 softgels de Millennium Natural Systems. Apoya el balance nutricional y el bienestar diario.,https://naturalbe.com.co/producto/l-glutamina-1000mg-60-softgels.html,https://naturalbe.com.co/static/img/millennium-natural-systems/l-glutamina-1000mg-60-softgels.webp,in stock,56644.00 COP,Millennium Natural Systems,new,Health & Beauty > Health Care > Vitamins & Supplements > Vitamins,vitaminas
670,L-Glutathione plus Vitamin C x 90 Cápsulas,L-Glutathione plus Vitamin C x 90 Cápsulas de Millennium Natural Systems. Apoya el balance nutricional y el bienestar diario.,https://naturalbe.com.co/producto/l-glutathione-plus-vitamin-c-90-capsulas.html,https://naturalbe.com.co/static/img/millennium-natural-systems/l-glutathione-plus-vitamin-c-90-capsulas.webp,in stock,109242.00 COP,Millennium Natural Systems,new,Health & Beauty > Health Care > Vitamins & Supplements > Vitamins,vitaminas
671,Colágeno Essential Hidrolizado Sabor Vainilla x 750 g,"Mezcla en polvo con colágeno hidrolizado, proteína y vitamina C, sin azúcar añadida.",https://naturalbe.com.co/producto/colageno-essential-hidrolizado-vainilla-750g.html,https://naturalbe.com.co/static/img/essentialvitamins/colageno-essential-hidrolizado-vainilla-750g.png,in stock,105000.00 COP,Essential Vitamins,new,Health & Beauty > Health Care > Vitamins & Supplements,colageno
672,BeSure Nutrición Especializada Sabor Fresa,"Mezcla nutricional en polvo sabor fresa, sin azúcar añadida.",https://naturalbe.com.co/producto/besure-nutricion-especializada-fresa.html,https://naturalbe.com.co/static/img/essentialvitamins/besure-nutricion-especializada-fresa.png,in stock,105000.00 COP,Essential Vitamins,new,Health & Beauty > Health Care > Vitamins & Supplements,suplementos
673,Colágeno Marino Vitamins Sabor Vainilla x 750 g,"Mezcla en polvo con colágeno marino y vitaminas, sin azúcar añadida.",https://naturalbe.com.co/producto/colageno-marino-vitamins-vainilla-750g.html,https://naturalbe.com.co/static/img/essentialvitamins/colageno-marino-vitamins-vainilla-750g.png,in stock,110000.00 COP,Essential Vitamins,new,Health & Beauty > Health Care > Vitamins & Supplements,colageno
674,Calcio Essential con Magnesio y Fósforo Sabor Vainilla,"Mezcla en polvo con calcio, magnesio y fósforo, sin azúcar añadida.",https://naturalbe.com.co/producto/calcio-essential-magnesio-fosforo-vainilla.html,https://naturalbe.com.co/static/img/essentialvitamins/calcio-essential-magnesio-fosforo-vainilla.png,in stock,105000.00 COP,Essential Vitamins,new,Health & Beauty > Health Care > Vitamins & Supplements > Minerals,minerales
675,Calostro Vitamins en Polvo Sabor Vainilla x 750 g,"Mezcla en polvo con calostro bovino y vitaminas, sin azúcar añadida.",https://naturalbe.com.co/producto/calostro-vitamins-polvo-vainilla-750g.html,https://naturalbe.com.co/static/img/essentialvitamins/calostro-vitamins-polvo-vainilla-750g.png,in stock,105000.00 COP,Essential Vitamins,new,Health & Beauty > Health Care > Vitamins & Supplements,suplementos
676,Organic Matcha Ceremonial Grade x 120 g,"Té matcha orgánico en polvo, grado ceremonial.",https://naturalbe.com.co/producto/organic-matcha-ceremonial-grade-120g.html,https://naturalbe.com.co/static/img/essentialvitamins/organic-matcha-ceremonial-grade-120g.png,in stock,105000.00 COP,Essential Vitamins,new,Health & Beauty > Health Care > Vitamins & Supplements,suplementos
677,Citrato de Magnesio MgPro en Polvo,Alimento en polvo a base de citrato de magnesio.,https://naturalbe.com.co/producto/citrato-magnesio-mgpro-polvo.html,https://naturalbe.com.co/static/img/essentialvitamins/citrato-magnesio-mgpro-polvo.png,in stock,85000.00 COP,Essential Vitamins,new,Health & Beauty > Health Care > Vitamins & Supplements > Minerals,minerales
678,Omega 3-6-9 Essential Vitamins 1000 mg – 100 Cápsulas,"Suplemento nutricional con Omega 3, 6 y 9 que apoya una alimentación balanceada y el bienestar diario.",https://naturalbe.com.co/producto/omega-3-6-9-essential-vitamins-1000mg.html,https://naturalbe.com.co/static/img/essentialvitamins/omega-3-6-9-essential-vitamins-1000mg.png,in stock,70000.00 COP,Essential Vitamins,new,Health & Beauty > Health Care > Vitamins & Supplements > Omega Fatty Acids,omega
679,Colágeno Marino Essential Vitamins 600 mg – 100 Cápsulas,Colágeno marino en cápsulas para complementar tu rutina diaria de nutrición.,https://naturalbe.com.co/producto/colageno-marino-essential-vitamins-600mg.html,https://naturalbe.com.co/static/img/essentialvitamins/colageno-marino-essential-vitamins-600mg.png,in stock,75000.00 COP,Essential Vitamins,new,Health & Beauty > Health Care > Vitamins & Supplements,colageno
680,Calcio con Magnesio y Fósforo Essential Vitamins – Sabor Fresa,Mezcla nutricional con minerales esenciales para complementar la dieta diaria.,https://naturalbe.com.co/producto/calcio-magnesio-fosforo-essential-vitamins.html,https://naturalbe.com.co/static/img/essentialvitamins/calcio-magnesio-fosforo-essential-vitamins.png,in stock,105000.00 COP,Essential Vitamins,new,Health & Beauty > Health Care > Vitamins & Supplements > Minerals,minerales
681,Biotina Essential Vitamins 9000 mcg – 100 Cápsulas,Suplemento de biotina para complementar la nutrición diaria.,https://naturalbe.com.co/producto/biotina-essential-vitamins-9000mcg.html,https://naturalbe.com.co/static/img/essentialvitamins/biotina-essential-vitamins-9000mcg.png,in stock,60000.00 COP,Essential Vitamins,new,Health & Beauty > Health Care > Vitamins & Supplements > Vitamins,vitaminas
682,Citrato de Magnesio Essential Vitamins – 500 mg,Magnesio en cápsulas para complementar una dieta equilibrada.,https://naturalbe.com.co/producto/citrato-magnesio-essential-vitamins.html,https://naturalbe.com.co/static/img/essentialvitamins/citrato-magnesio-essential-vitamins.png,in stock,65000.00 COP,Essential Vitamins,new,Health & Beauty > Health Care > Vitamins & Supplements > Minerals,minerales
683,"Complejo B Essential Vitamins – B1, B2, B6 y B12",Complejo de vitaminas B para complementar la nutrición diaria.,https://naturalbe.com.co/producto/b-complex-essential-vitamins.html,https://naturalbe.com.co/static/img/essentialvitamins/b-complex-essential-vitamins.png,in stock,75000.00 COP,Essential Vitamins,new,Health & Beauty > Health Care > Vitamins & Supplements > Vitamins,vitaminas
684,DUOVIT Vitamina D3 + K2 x 100 Softgels (Healthy America),Vitamina D3 + K2 en softgels para complementar tu rutina de bienestar diario.,https://naturalbe.com.co/producto/duovit-vitamina-d3-k2-100-softgels-healthy-america.html,https://naturalbe.com.co/static/img/healthy-america/duovit-vitamina-d3-k2-100-softgels-healthy-america.jpg,in stock,83000.00 COP,Healthy America,new,Health & Beauty > Health Care > Vitamins & Supplements > Vitamins,vitaminas
685,Vitamina D3 2.000 IU x 100 Softgels (Absorb D3) – Healthy America,Vitamina D3 2.000 IU en cápsulas blandas para uso diario como suplemento dietario.,https://naturalbe.com.co/producto/absorb-d3-2000-iu-100-softgels-healthy-america.html,https://naturalbe.com.co/static/img/healthy-america/absorb-d3-2000-iu-100-softgels-healthy-america.jpg,in stock,47999.00 COP,Healthy America,new,Health & Beauty > Health Care > Vitamins & Supplements > Vitamins,vitaminas
686,Vitamina C 1.000 mg + Bioflavonoides Cítricos x 100 Cápsulas – Healthy America,Vitamina C 1000 mg con bioflavonoides cítricos para complementar tu nutrición diaria.,https://naturalbe.com.co/producto/vitamina-c-1000mg-bioflavonoides-100-capsulas-healthy-america.html,https://naturalbe.com.co/static/img/healthy-america/vitamina-c-1000mg-bioflavonoides-100-capsulas-healthy-america.jpg,in stock,68000.00 COP,Healthy America,new,Health & Beauty > Health Care > Vitamins & Supplements > Vitamins,vitaminas
687,Cartílago de Tiburón 750 mg x 100 Cápsulas (Shark Cartilage) – Healthy America,"Suplemento dietario en cápsulas con cartílago de tiburón, práctico para el uso diario.",https://naturalbe.com.co/producto/cartilago-de-tiburon-750mg-100-capsulas-healthy-america.html,https://naturalbe.com.co/static/img/healthy-america/cartilago-de-tiburon-750mg-100-capsulas-healthy-america.jpg,in stock,86000.00 COP,Healthy America,new,Health & Beauty > Health Care > Vitamins & Supplements,suplementos
688,Juvenal Colágeno Hidrolizado + Vitamina C x 100 Cápsulas – Healthy America,Colágeno hidrolizado con vitamina C en cápsulas para complementar tu nutrición diaria.,https://naturalbe.com.co/producto/juvenal-colageno-hidrolizado-vitamina-c-100-capsulas-healthy-america.html,https://naturalbe.com.co/static/img/healthy-america/juvenal-colageno-hidrolizado-vitamina-c-100-capsulas-healthy-america.jpg,in stock,82000.00 COP,Healthy America,new,Health & Beauty > Health Care > Vitamins & Supplements,colageno
689,Ginkgo Biloba 60 mg – 100 Cápsulas (Healthy America),Extracto estandarizado de Ginkgo biloba en cápsulas.,https://naturalbe.com.co/producto/ginkgo-biloba-60mg-100-capsulas.html,https://naturalbe.com.co/static/img/healthyamerica/ginkgo-biloba-60mg-100-capsulas.jpg,in stock,56999.00 COP,Healthy America,new,Health & Beauty > Health Care > Vitamins & Supplements,suplementos
690,Cartílago de Tiburón 750 mg – 100 Cápsulas (Healthy America),Suplemento en cápsulas con cartílago de tiburón para complementar la alimentación.,https://naturalbe.com.co/producto/cartilago-de-tiburon-750mg-100-capsulas.html,https://naturalbe.com.co/static/img/healthyamerica/cartilago-de-tiburon-750mg-100-capsulas.jpg,in stock,86000.00 COP,Healthy America,new,Health & Beauty > Health Care > Vitamins & Supplements,huesos
691,Milk Thistle 300 mg – 60 Softgels (Healthy America),Cardo mariano (milk thistle) en cápsulas blandas.,https://naturalbe.com.co/producto/milk-thistle-300mg-60-softgels.html,https://naturalbe.com.co/static/img/healthyamerica/milk-thistle-300mg-60-softgels.jpg,in stock,62000.00 COP,Healthy America,new,Health & Beauty > Health Care > Vitamins & Supplements,suplementos
692,Spirulina 400 mg – 90 Softgels (Healthy America),Spirulina en cápsulas blandas para complementar una rutina de bienestar.,https://naturalbe.com.co/producto/spirulina-400mg-90-softgels.html,https://naturalbe.com.co/static/img/healthyamerica/spirulina-400mg-90-softgels.jpg,in stock,67000.00 COP,Healthy America,new,Health & Beauty > Health Care > Vitamins & Supplements,suplementos
693,Duovit Vitamina D3 + K2 – 100 Softgels (Healthy America),Vitamina D3 con K2 en cápsulas blandas para complementar tu rutina de bienestar diario.,https://naturalbe.com.co/producto/duovit-vitamina-d3-k2-100-softgels.html,https://naturalbe.com.co/static/img/healthyamerica/duovit-vitamina-d3-k2-100-softgels.jpg,in stock,83000.00 COP,Healthy America,new,Health & Beauty > Health Care > Vitamins & Supplements > Vitamins,vitaminas
694,Lecitina de Soya 1200 mg – 100 Softgels (Healthy America),Lecitina de soya en cápsulas blandas para complementar la alimentación.,https://naturalbe.com.co/producto/lecitina-de-soya-1200mg-100-softgels.html,https://naturalbe.com.co/static/img/healthyamerica/lecitina-de-soya-1200mg-100-softgels.jpg,in stock,53000.00 COP,Healthy America,new,Health & Beauty > Health Care > Vitamins & Supplements,suplementos
695,Omega 3 Fish Oil 1200 mg – 200 Softgels (Healthy America),Omega 3 (fish oil) en cápsulas blandas para complementar la nutrición diaria.,https://naturalbe.com.co/producto/omega-3-fish-oil-1200mg-200-softgels.html,https://naturalbe.com.co/static/img/healthyamerica/omega-3-fish-oil-1200mg-200-softgels.jpg,in stock,129000.00 COP,Healthy America,new,Health & Beauty > Health Care > Vitamins & Supplements > Omega Fatty Acids,omega
696,St. John’s Wort 300 mg – 100 Cápsulas (Healthy America),Producto fitoterapéutico con extracto estandarizado en cápsulas.,https://naturalbe.com.co/producto/st-johns-wort-300mg-100-capsulas.html,https://naturalbe.com.co/static/img/healthyamerica/st-johns-wort-300mg-100-capsulas.jpg,in stock,62999.00 COP,Healthy America,new,Health & Beauty > Health Care > Vitamins & Supplements,suplementos
697,Fibaxil – 120 Cápsulas (Healthy America),Suplemento dietario con fibra para complementar tu rutina de bienestar digestivo.,https://naturalbe.com.co/producto/fibaxil-120-capsulas.html,https://naturalbe.com.co/static/img/healthyamerica/fibaxil-120-capsulas.jpg,in stock,80000.00 COP,Healthy America,new,Health & Beauty > Health Care > Vitamins & Supplements,digestivos
698,Bon Nuit – 100 Cápsulas (Healthy America),Suplemento dietario en cápsulas para acompañar tu rutina nocturna.,https://naturalbe.com.co/producto/bon-nuit-100-capsulas.html,https://naturalbe.com.co/static/img/healthyamerica/bon-nuit-100-capsulas.jpg,in stock,90001.00 COP,Healthy America,new,Health & Beauty > Health Care > Vitamins & Supplements,suplementos
699,Vitamina D3 2000 UI – 100 Softgels (Healthy America),Vitamina D3 en cápsulas blandas para complementar la nutrición diaria.,https://naturalbe.com.co/producto/vitamina-d3-2000ui-100-softgels.html,https://naturalbe.com.co/static/img/healthyamerica/vitamina-d3-2000ui-100-softgels.jpg,in stock,47999.00 COP,Healthy America,new,Health & Beauty > Health Care > Vitamins & Supplements > Vitamins,vitaminas
700,Natsulin – 60 Softgels (Healthy America),Suplemento dietario en cápsulas blandas para complementar hábitos de bienestar.,https://naturalbe.com.co/producto/natsulin-60-softgels.html,https://naturalbe.com.co/static/img/healthyamerica/natsulin-60-softgels.jpg,in stock,93001.00 COP,Healthy America,new,Health & Beauty > Health Care > Vitamins & Supplements,energia
701,Vitamina C 1000 mg con Bioflavonoides – 100 Cápsulas (Healthy America),Vitamina C con complejo de bioflavonoides cítricos para complementar la alimentación.,https://naturalbe.com.co/producto/vitamina-c-1000mg-bioflavonoides-100-capsulas.html,https://naturalbe.com.co/static/img/healthyamerica/vitamina-c-1000mg-bioflavonoides-100-capsulas.jpg,in stock,68000.00 COP,Healthy America,new,Health & Beauty > Health Care > Vitamins & Supplements > Vitamins,vitaminas
702,Colágeno Hidrolizado 1500 mg + Vitamina C – 100 Cápsulas (Juvenal),Colágeno hidrolizado con vitamina C para complementar tu rutina de nutrición diaria.,https://naturalbe.com.co/producto/colageno-hidrolizado-1500mg-vitamina-c-100-capsulas-juvenal.html,https://naturalbe.com.co/static/img/healthyamerica/colageno-hidrolizado-1500mg-vitamina-c-100-capsulas-juvenal.jpg,in stock,82000.00 COP,Healthy America,new,Health & Beauty > Health Care > Vitamins & Supplements,colageno
703,Ganoderma Plus – 60 Cápsulas (Healthy America),"Suplemento dietario en cápsulas, ideal para complementar la rutina de bienestar.",https://naturalbe.com.co/producto/ganoderma-plus-60-capsulas-healthy-america.html,https://naturalbe.com.co/static/img/healthyamerica/ganoderma-plus-60-capsulas-healthy-america.png,in stock,75001.00 COP,Healthy America,new,Health & Beauty > Health Care > Vitamins & Supplements,suplementos
704,Gotu Kola 400 mg – 90 Softgels (Healthy America),Producto fitoterapéutico en softgels para acompañar hábitos saludables.,https://naturalbe.com.co/producto/gotu-kola-400mg-90-softgels-healthy-america.html,https://naturalbe.com.co/static/img/healthyamerica/gotu-kola-400mg-90-softgels-healthy-america.jpg,in stock,72001.00 COP,Healthy America,new,Health & Beauty > Health Care > Vitamins & Supplements,suplementos
705,Infecturin™ Cranberry + Vitamina C & E – 100 Softgels (Healthy America),Suplemento dietario con cranberry y vitaminas en softgels para uso diario.,https://naturalbe.com.co/producto/infecturin-cranberry-vitamina-c-e-100-softgels-healthy-america.html,https://naturalbe.com.co/static/img/healthyamerica/infecturin-cranberry-vitamina-c-e-100-softgels-healthy-america.jpg,in stock,70000.00 COP,Healthy America,new,Health & Beauty > Health Care > Vitamins & Supplements,suplementos
706,Triple Omega 3-6-9 1200 mg – 60 Softgels (Healthy America),Omega 3-6-9 en softgels para complementar la nutrición diaria con ácidos grasos esenciales.,https://naturalbe.com.co/producto/triple-omega-3-6-9-1200mg-60-softgels-healthy-america.html,https://naturalbe.com.co/static/img/healthyamerica/triple-omega-3-6-9-1200mg-60-softgels-healthy-america.jpg,in stock,65000.00 COP,Healthy America,new,Health & Beauty > Health Care > Vitamins & Supplements > Omega Fatty Acids,omega
707,Ginkgo Biloba 60 mg – 60 Softgels (Healthy America),Producto fitoterapéutico en softgels para complementar tu rutina de bienestar.,https://naturalbe.com.co/producto/ginkgo-biloba-60mg-60-softgels-healthy-america.html,https://naturalbe.com.co/static/img/healthyamerica/ginkgo-biloba-60mg-60-softgels-healthy-america.jpg,in stock,44999.00 COP,Healthy America,new,Health & Beauty > Health Care > Vitamins & Supplements,suplementos
708,Whitone con L-Glutathione 500 mg – 30 Cápsulas (Healthy America),"Suplemento dietario con L-Glutathione en cápsulas, práctico para el uso diario.",https://naturalbe.com.co/producto/whitone-l-glutathione-500mg-30-capsulas-healthy-america.html,https://naturalbe.com.co/static/img/healthyamerica/whitone-l-glutathione-500mg-30-capsulas-healthy-america.jpg,in stock,100000.00 COP,Healthy America,new,Health & Beauty > Health Care > Vitamins & Supplements,antioxidantes
709,Alive™ Ginseng + Ginkgo Biloba Complex – 60 Softgels (Healthy America),Producto fitoterapéutico en softgels para acompañar tu rutina diaria.,https://naturalbe.com.co/producto/alive-ginseng-ginkgo-biloba-complex-60-softgels-healthy-america.html,https://naturalbe.com.co/static/img/healthyamerica/alive-ginseng-ginkgo-biloba-complex-60-softgels-healthy-america.jpg,in stock,83000.00 COP,Healthy America,new,Health & Beauty > Health Care > Vitamins & Supplements,suplementos
710,Gotu Kola 400 mg – 30 Softgels (Healthy America),"Producto fitoterapéutico en softgels, práctico para integrar a tu rutina diaria.",https://naturalbe.com.co/producto/gotu-kola-400mg-30-softgels-healthy-america.html,https://naturalbe.com.co/static/img/healthyamerica/gotu-kola-400mg-30-softgels-healthy-america.jpg,in stock,34000.00 COP,Healthy America,new,Health & Beauty > Health Care > Vitamins & Supplements,suplementos
711,AM/PM 30 Fiber 30 Herbs – 30/30 Tabletas (Healthy America),Suplemento dietario en tabletas para complementar hábitos de bienestar digestivo.,https://naturalbe.com.co/producto/am-pm-30-fiber-30-herbs-30-30-tabletas-healthy-america.html,https://naturalbe.com.co/static/img/healthyamerica/am-pm-30-fiber-30-herbs-30-30-tabletas-healthy-america.jpg,in stock,82000.00 COP,Healthy America,new,Health & Beauty > Health Care > Vitamins & Supplements,digestivos
712,Ginseng Complete 420 mg 4:1 – 60 Softgels (Healthy America),Producto fitoterapéutico en softgels para complementar hábitos saludables.,https://naturalbe.com.co/producto/ginseng-complete-420mg-60-softgels-healthy-america.html,https://naturalbe.com.co/static/img/healthyamerica/ginseng-complete-420mg-60-softgels-healthy-america.jpg,in stock,63824.00 COP,Healthy America,new,Health & Beauty > Health Care > Vitamins & Supplements,suplementos
713,Green Tea Extract 320 mg – 60 Softgels (Healthy America),Extracto de té verde en softgels para complementar tu rutina nutricional diaria.,https://naturalbe.com.co/producto/green-tea-extract-320mg-60-softgels-healthy-america.html,https://naturalbe.com.co/static/img/healthyamerica/green-tea-extract-320mg-60-softgels-healthy-america.jpg,in stock,55000.00 COP,Healthy America,new,Health & Beauty > Health Care > Vitamins & Supplements,antioxidantes
714,Wellflex – 60 Caplets (Healthy America),Producto orientado a soporte articular. Uso según indicación profesional cuando aplique.,https://naturalbe.com.co/producto/wellflex-60-caplets-healthy-america.html,https://naturalbe.com.co/static/img/healthyamerica/wellflex-60-caplets-healthy-america.jpg,in stock,95000.00 COP,Healthy America,new,Health & Beauty > Health Care > Vitamins & Supplements,huesos
715,Supreme-E Vitamina E 1000 IU – 50 Softgels (Healthy America),Vitamina E en softgels. Uso según indicación profesional cuando aplique.,https://naturalbe.com.co/producto/supreme-e-1000iu-50-softgels-healthy-america.html,https://naturalbe.com.co/static/img/healthyamerica/supreme-e-1000iu-50-softgels-healthy-america.jpg,in stock,82311.00 COP,Healthy America,new,Health & Beauty > Health Care > Vitamins & Supplements > Vitamins,vitaminas
716,Biotin 900 mcg – 90 Softgels (Healthy America),Biotina en softgels para complementar tu nutrición diaria.,https://naturalbe.com.co/producto/biotin-900mcg-90-softgels-healthy-america.html,https://naturalbe.com.co/static/img/healthyamerica/biotin-900mcg-90-softgels-healthy-america.jpg,in stock,52000.00 COP,Healthy America,new,Health & Beauty > Health Care > Vitamins & Supplements > Vitamins,vitaminas
717,Melatonina 3 mg – 120 Softgels (Healthy America),Melatonina en softgels. Uso según indicación profesional cuando aplique.,https://naturalbe.com.co/producto/melatonina-3mg-120-softgels-healthy-america.html,https://naturalbe.com.co/static/img/healthyamerica/melatonina-3mg-120-softgels-healthy-america.jpg,in stock,55000.00 COP,Healthy America,new,Health & Beauty > Health Care > Vitamins & Supplements,suplementos
